iter	Logloss
423	0.5126499176
424	0.512334156
425	0.512064743
426	0.5119343758
427	0.5115986347
428	0.5115250111
429	0.5111883163
430	0.5108634949
431	0.5106955051
432	0.5103742599
433	0.5101843834
434	0.5098308563
435	0.5093694687
436	0.5092411041
437	0.5089692116
438	0.5087674141
439	0.5086397648
440	0.50818367
441	0.5078275204
442	0.5075074673
443	0.5071374893
444	0.5067097187
445	0.5065287113
446	0.5064091682
447	0.5060381889
448	0.5055289268
449	0.5053315639
450	0.5048398018
451	0.5045225143
452	0.5040863037
453	0.5038786411
454	0.5034465313
455	0.5030200005
456	0.50266366
457	0.5023230076
458	0.5019112587
459	0.5015675545
460	0.5012039185
461	0.5010074615
462	0.5005781174
463	0.5004840851
464	0.5002399445
465	0.499860096
466	0.4994896889
467	0.4993270874
468	0.4989832878
469	0.4986227036
470	0.4984859943
471	0.4983306408
472	0.4981715679
473	0.4974149704
474	0.4970301151
475	0.4965827942
476	0.496296978
477	0.4960259438
478	0.4957341194
479	0.4954042435
480	0.4950162888
481	0.4943721294
482	0.4941274166
483	0.4938711643
484	0.4935723782
485	0.4931845188
486	0.4930007935
487	0.4925839424
488	0.4920963287
489	0.4916575432
490	0.4913443565
491	0.491215992
492	0.4908376217
493	0.4906680584
494	0.4902280807
495	0.4899723053
496	0.4896986008
497	0.4892873764
498	0.489041853
499	0.4886707306
500	0.4884047508
501	0.4879604816
502	0.4876693726
503	0.4874238014
504	0.4872772694
505	0.4869786263
506	0.4867803097
507	0.4864989281
508	0.4862367153
509	0.486108017
510	0.4857643127
511	0.485503006
512	0.4853707314
513	0.4852544308
514	0.4850269794
515	0.4846269131
516	0.4841890335
517	0.4837433815
518	0.4834954739
519	0.4831487656
520	0.4827613831
521	0.482659626
522	0.4823079109
523	0.4820788383
524	0.4817837715
525	0.4810317993
526	0.4808665276
527	0.4804262161
528	0.4802479267
529	0.4799017906
530	0.4797613144
531	0.4793757439
532	0.4790336132
533	0.4786787033
534	0.4784110546
535	0.4779991627
536	0.4777005672
537	0.47745471
538	0.4772894859
539	0.4769827843
540	0.4765338898
541	0.4761427879
542	0.4758971214
543	0.475557518
544	0.4753365517
545	0.4750516891
546	0.4747532845
547	0.4745640278
548	0.4742781639
549	0.4738034725
550	0.4733124733
551	0.4730162621
552	0.4725869179
553	0.4722195148
554	0.4718801498
555	0.4716923237
556	0.4714432716
557	0.4710976601
558	0.4707330704
559	0.4703208923
560	0.4700089455
561	0.4696499348
562	0.469437027
563	0.4693039894
564	0.4688803673
565	0.4685836315
566	0.4682679176
567	0.4680776119
568	0.4676760197
569	0.4671158791
570	0.4666410446
571	0.4661977768
572	0.4657717705
573	0.4655399799
574	0.4653428078
575	0.464997673
576	0.4645135403
577	0.4640083313
578	0.4637524605
579	0.4632401466
580	0.4626883507
581	0.4623817444
582	0.4621106148
583	0.4619184494
584	0.4614416122
585	0.4611816406
586	0.4608554363
587	0.46048069
588	0.4603089809
589	0.4598651886
590	0.4594752312
591	0.4591070175
592	0.4589483261
593	0.4585366249
594	0.458120966
595	0.4578903675
596	0.4572109699
597	0.4570319176
598	0.4567700386
599	0.4563335419
600	0.4558028221
601	0.4554774284
602	0.455254221
603	0.4551178455
604	0.4549083233
605	0.454613781
606	0.454271841
607	0.4540514946
608	0.4535864353
609	0.453354454
610	0.4531503677
611	0.4527855396
612	0.4525542259
613	0.4522792816
614	0.4520140171
615	0.4515147209
616	0.4511307716
617	0.4507710457
618	0.4503807068
619	0.4499341488
620	0.4496277332
621	0.4491732597
622	0.4489548683
623	0.4485390663
624	0.4480461121
625	0.4478403091
626	0.4472363472
627	0.4468412399
628	0.446579361
629	0.4463676929
630	0.4459153175
631	0.4454442978
632	0.4451131821
633	0.4448261261
634	0.4445375919
635	0.44410429
636	0.4437363625
637	0.4432778358
638	0.4429321766
639	0.44272542
640	0.4424832344
641	0.4421271801
642	0.441779232
643	0.4413989067
644	0.4413083076
645	0.4407291412
646	0.4402961731
647	0.4398517609
648	0.4394113541
649	0.4389630318
650	0.4384225845
651	0.4380986214
652	0.4376753807
653	0.4372331619
654	0.4366806984
655	0.4363365173
656	0.435852766
657	0.4353384018
658	0.4351242542
659	0.434859705
660	0.4344442844
661	0.4338751793
662	0.4336058617
663	0.433302784
664	0.4328020096
665	0.4325577259
666	0.4322321892
667	0.4319652557
668	0.4317740917
669	0.4314195633
670	0.4309947491
671	0.4306433678
672	0.4303484917
673	0.4299810886
674	0.4298017979
675	0.4294771194
676	0.4293202877
677	0.4289731503
678	0.4284178257
679	0.4279816628
680	0.4276453018
681	0.4274376869
682	0.4271331787
683	0.4265529633
684	0.4261878967
685	0.4256864071
686	0.4253698349
687	0.4250943661
688	0.4246025562
689	0.4241035461
690	0.4237944603
691	0.4234416962
692	0.4230782986
693	0.4228995323
694	0.4225184441
695	0.4222512245
696	0.4218428612
697	0.421561861
698	0.4212992191
699	0.4209062099
700	0.4205564022
701	0.4202841759
702	0.4200778008
703	0.4195668221
704	0.4190881729
705	0.4188745022
706	0.4185053825
707	0.4182980061
708	0.4179964542
709	0.4175139904
710	0.4172154427
711	0.4166656971
712	0.4163608074
713	0.4161517143
714	0.4155291557
715	0.4150588989
716	0.4146398544
717	0.4143249512
718	0.4139184952
719	0.4132473469
720	0.4128383636
721	0.4124886513
722	0.4120940208
723	0.4116283894
724	0.4112091064
725	0.4110507011
726	0.4106443405
727	0.4101945877
728	0.4100286007
729	0.4097203255
730	0.409165287
731	0.4090433121
732	0.4087061882
733	0.4083200932
734	0.4077703476
735	0.407324791
736	0.4069303513
737	0.4065477371
738	0.4062561512
739	0.405987978
740	0.4057009697
741	0.4053658009
742	0.4048314571
743	0.4044406891
744	0.4039129734
745	0.40353899
746	0.4031331062
747	0.4026602745
748	0.4022785664
749	0.4017316341
750	0.4012849331
751	0.4011240005
752	0.4009212971
753	0.4006381035
754	0.4002482414
755	0.3998293161
756	0.3994858742
757	0.3991859674
758	0.3988084078
759	0.398427844
760	0.3981886387
761	0.3975992918
762	0.3972655296
763	0.396938467
764	0.3967566967
765	0.3963850975
766	0.3958776712
767	0.395686698
768	0.3952497721
769	0.3949687004
770	0.3945216179
771	0.3939766407
772	0.3935676336
773	0.3930275917
774	0.3926703453
775	0.3922235489
776	0.3917886257
777	0.3913185596
778	0.3909506559
779	0.3907639503
780	0.3903356075
781	0.3899805546
782	0.389633131
783	0.3895195007
784	0.3892506599
785	0.3888145924
786	0.3884793282
787	0.3880609035
788	0.3877300024
789	0.3873703957
790	0.3870810509
791	0.3869365454
792	0.3866415262
793	0.3862927914
794	0.3859978199
795	0.3854910374
796	0.3849936724
797	0.3845901728
798	0.3841296196
799	0.3836120605
800	0.38328228
801	0.3829925537
802	0.3825669289
803	0.3823359251
804	0.3818612099
805	0.38156178
806	0.3810541153
807	0.3806263208
808	0.3801490307
809	0.3796308517
810	0.3791958809
811	0.3787109852
812	0.3784547806
813	0.3781977654
814	0.3777664185
815	0.3776245356
816	0.3771821976
817	0.3766013145
818	0.3760578394
819	0.3757236958
820	0.3752510309
821	0.374710393
822	0.3744467258
823	0.3742775917
824	0.3737179279
825	0.3732492685
826	0.3728951931
827	0.372461772
828	0.3722634077
829	0.3717367649
830	0.3713818789
831	0.3709267855
832	0.3706584692
833	0.3703074932
834	0.3697474957
835	0.3693137884
836	0.3687913418
837	0.3684707642
838	0.367834115
839	0.3674561024
840	0.3670302868
841	0.3668283463
842	0.3663414955
843	0.366026926
844	0.3656043768
845	0.3654641628
846	0.3650775433
847	0.3646750927
848	0.3642411232
849	0.3638859272
850	0.363731432
851	0.363377142
852	0.3630327225
853	0.3628540993
854	0.3627178907
855	0.3624608994
856	0.3620778084
857	0.3616971493
858	0.3614534616
859	0.3610397339
860	0.3605922222
861	0.360346365
862	0.359726119
863	0.359346509
864	0.3588968277
865	0.3585720062
866	0.3580950975
867	0.3575939178
868	0.357276535
869	0.3568348169
870	0.3564583302
871	0.3561380625
872	0.3557757378
873	0.3552684784
874	0.3548155546
875	0.3542887211
876	0.3541224718
877	0.3536087513
878	0.3532801628
879	0.3529058456
880	0.3526551723
881	0.3523010015
882	0.3518948555
883	0.3512269974
884	0.3508430243
885	0.3506221771
886	0.350364089
887	0.3499464989
888	0.3495953798
889	0.3492230892
890	0.3490777254
891	0.3487975121
892	0.3483785152
893	0.3481591225
894	0.3476475716
895	0.3470980167
896	0.3466466427
897	0.3462364197
898	0.3459207058
899	0.3456441641
900	0.3453291893
901	0.3449776411
902	0.3445527554
903	0.3442014694
904	0.3438178062
905	0.3433687687
906	0.3429754257
907	0.3428813934
908	0.342455101
909	0.3421828985
910	0.3417970181
911	0.3414384365
912	0.3410139799
913	0.3407476187
914	0.3404493809
915	0.3400990486
916	0.3395546913
917	0.3394636154
918	0.3391490221
919	0.3386058331
920	0.3382675886
921	0.3378139257
922	0.3374954224
923	0.3371117353
924	0.3366641283
925	0.3362414122
926	0.3358320713
927	0.3355405092
928	0.3350426197
929	0.334919405
930	0.3346765041
931	0.3343403578
932	0.3341223955
933	0.3337584019
934	0.3334671974
935	0.3331306219
936	0.3328609943
937	0.3326264381
938	0.3324180126
939	0.3320934057
940	0.3317595005
941	0.3314224243
942	0.3309775829
943	0.3306294918
944	0.3304349899
945	0.3299767494
946	0.329725647
947	0.3293376684
948	0.3290152311
949	0.3287761688
950	0.3284946918
951	0.3282196045
952	0.3278484583
953	0.3274466515
954	0.3269765615
955	0.3266925573
956	0.3262641668
957	0.3259926796
958	0.3257051468
959	0.3255410671
960	0.3251281738
961	0.3249215126
962	0.3246551514
963	0.3244469404
964	0.3241561413
965	0.3239650011
966	0.323764205
967	0.3233566999
968	0.3229206085
969	0.3225744724
970	0.3223320007
971	0.3219826698
972	0.3215841293
973	0.3212119579
974	0.3208680868
975	0.3204519749
976	0.3201537609
977	0.3198927641
978	0.319589138
979	0.3192035437
980	0.3189337015
981	0.3185966253
982	0.3182642221
983	0.3181289434
984	0.3178481102
985	0.3175104618
986	0.3173853874
987	0.3170650005
988	0.316704464
989	0.3164148331
990	0.316051054
991	0.3156103134
992	0.3152735233
993	0.3149466038
994	0.3146767616
995	0.3141703606
996	0.313707757
997	0.3133961439
998	0.313158989
999	0.312650013
