"국립공원","생물분류","종명","학명","분류명","경도","위도","조사일자","개체수"
"지리산","관속식물류","Maianthemum bicolor","bicolor","자주솜대","127.733596","35.366138","2022-06-11","110"
"지리산","관속식물류","Maianthemum bicolor","bicolor","자주솜대","127.726475","35.339323","2022-06-12","2000"
"지리산","관속식물류","Maianthemum bicolor","bicolor","자주솜대","127.734994","35.347357","2022-06-11","150"
"지리산","관속식물류","Oplopanax elatus","elatus","땃두릅나무","127.7233","35.343238","2022-06-12","17"
"지리산","관속식물류","Oplopanax elatus","elatus","땃두릅나무","127.68305555","35.32305555","2022-05-22","5"
"지리산","관속식물류","Oplopanax elatus","elatus","땃두릅나무","127.743616","35.343062","2022-06-11","30"
"지리산","관속식물류","Paeonia japonica","japonica","백작약","127.73648","35.37645","2022-06-13","34"
"지리산","관속식물류","Paeonia japonica","japonica","백작약","127.61277777","35.30638888","2022-07-02","1"
"지리산","관속식물류","Paeonia japonica","japonica","백작약","127.7043","35.263954","2022-06-18","1"
"지리산","관속식물류","Paeonia japonica","japonica","백작약","127.67475","35.23933","2022-05-21","1"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.708876","35.339789","2022-05-28","40"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.66149","35.319868","2022-05-29","100"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.730917","35.335959","2022-06-12","300"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.667168","35.320823","2022-05-29","50"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.64916","35.32653","2022-05-29","5"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.64916","35.32653","2022-05-29","5"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.68223","35.322805","2022-05-22","10"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.675193","35.3217","2022-05-22","100"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.72922","35.337274","2022-06-12","60"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.725186","35.341071","2022-06-12","80"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.735039","35.34691","2022-06-11","100"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.73612","35.367596","2022-06-11","50"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.723599","35.342841","2022-06-12","100"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.630708","35.326928","2022-05-29","15"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.731709","35.339877","2022-06-12","200"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.664048","35.320957","2022-05-29","60"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.733426","35.342145","2022-06-12","50"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.637148","35.325944","2022-05-29","110"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.685811","35.322188","2022-05-29","200"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.732501","35.365605","2022-06-11","100"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.731736","35.36475","2022-06-11","25"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.733126","35.353952","2022-06-11","300"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.733922","35.356669","2022-06-11","200"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.630708","35.326928","2022-05-29","15"
"지리산","관속식물류","Patrinia saniculifolia","saniculifolia","금마타리","127.637148","35.325944","2022-05-29","110"
"지리산","관속식물류","Pseudostellaria okamotoi","okamotoi","지리산개별꽃","127.6505","35.32657","2022-05-29","150"
"지리산","관속식물류","Pseudostellaria okamotoi","okamotoi","지리산개별꽃","127.641658","35.327058","2022-05-29","200"
"지리산","관속식물류","Pseudostellaria okamotoi","okamotoi","지리산개별꽃","127.663903","35.320832","2022-05-29","80"
"지리산","관속식물류","Pseudostellaria okamotoi","okamotoi","지리산개별꽃","127.659563","35.327216","2022-05-29","400"
"지리산","관속식물류","Pseudostellaria okamotoi","okamotoi","지리산개별꽃","127.641658","35.327058","2022-05-29","200"
"지리산","관속식물류","Pseudostellaria okamotoi","okamotoi","지리산개별꽃","127.732643","35.362601","2022-06-11","200"
"지리산","관속식물류","Pseudostellaria okamotoi","okamotoi","지리산개별꽃","127.6505","35.32657","2022-05-29","150"
"지리산","관속식물류","Pseudostellaria okamotoi","okamotoi","지리산개별꽃","127.704938","35.264084","2022-06-18","500"
"지리산","관속식물류","Pseudostellaria okamotoi","okamotoi","지리산개별꽃","127.734081","35.352383","2022-06-11","300"
"지리산","관속식물류","Rhododendron brachycarpum","brachycarpum","만병초","127.633794","35.326526","2022-05-29","1"
"지리산","관속식물류","Rhododendron brachycarpum","brachycarpum","만병초","127.724636","35.350334","2022-06-12","14"
"지리산","관속식물류","Rhododendron brachycarpum","brachycarpum","만병초","127.672722","35.323491","2022-05-29","45"
"지리산","관속식물류","Rhododendron brachycarpum","brachycarpum","만병초","127.743616","35.343062","2022-06-11","3"
"지리산","관속식물류","Rhododendron brachycarpum","brachycarpum","만병초","127.722211","35.350702","2022-06-12","7"
"지리산","관속식물류","Rhododendron brachycarpum","brachycarpum","만병초","127.7225","35.3430556","2022-06-12","4"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.733612","35.35645","2022-06-11","18"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.731235","35.339306","2022-06-12","35"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.733376","35.360668","2022-06-11","20"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.64694444","35.32666666","2022-05-29","20"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.638132","35.325411","2022-05-29","35"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.733126","35.353952","2022-06-11","40"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.682739","35.31783","2022-05-22","6"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.69083333","35.31833333","2022-05-29","20"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.638132","35.325411","2022-05-29","35"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.697336","35.261044","2022-06-18","30"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.64694444","35.32666666","2022-05-29","20"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.675285","35.321619","2022-05-22","25"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.735044","35.346903","2022-06-11","20"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.731051","35.365019","2022-06-11","17"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.630708","35.326928","2022-05-29","60"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.630708","35.326928","2022-05-29","60"
"지리산","관속식물류","Rhododendron tschonoskii","tschonoskii","흰참꽃","127.68583333","35.32194444","2022-05-29","4"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.731709","35.339877","2022-06-12","200"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.64694444","35.32638888","2022-05-29","150"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.68667","35.32052","2022-05-22","30"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.732831","35.355113","2022-06-11","48"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.655987","35.328513","2022-05-29","35"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.731019","35.335531","2022-06-12","120"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.73498","35.346996","2022-06-11","80"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.70777777","35.35361111","2022-06-12","30"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.697499","35.26112","2022-06-18","142"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.723387","35.343364","2022-06-12","70"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.698934","35.254091","2022-06-18","7"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.736107","35.367735","2022-06-11","21"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.732456","35.365633","2022-06-11","300"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.675526","35.321679","2022-05-22","130"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.667177","35.320813","2022-05-29","5"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.686249","35.321454","2022-05-29","27"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.733133","35.341866","2022-06-12","200"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.641075","35.325686","2022-05-29","300"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.670295","35.322068","2022-05-29","200"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.625028","35.329835","2022-05-29","14"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.66277777","35.31916666","2022-05-29","100"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.641075","35.325686","2022-05-29","300"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.625028","35.329835","2022-05-29","14"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.675005","35.32018","2022-05-22","1000"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.74569","35.326818","2022-06-19","110"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.61","35.30333333","2022-07-02","1000"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.73138888","35.36444444","2022-06-11","150"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.64694444","35.32638888","2022-05-29","150"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.705006","35.264278","2022-06-18","54"
"지리산","관속식물류","Saxifraga oblongifolia","oblongifolia","참바위취","127.729456","35.337835","2022-06-12","400"
"지리산","관속식물류","Selliguea hastata","hastata","고란초","127.64527777","35.26444444","2022-05-21","47"
"지리산","관속식물류","Selliguea hastata","hastata","고란초","127.65138888","35.27194444","2022-05-23","75"
"지리산","관속식물류","Viola diamantiaca","diamantiaca","금강제비꽃","127.6925","35.3525","2022-05-28","60"
